code,name,date,quarter,rank,surprise,company_forecast,rc1,rc2,rc3,narrative,judge,buy_condition,exit_condition,memo,prev_close,next_open,next_close,d5_close,d20_close,gap,ret_d1,ret_d5,ret_d20,shodo,reaction,result,error_type,review_note
2670,エービーシー・マート,2026-07-08,1Q,A,+1,維持,earnings_momentum,segment_growth,,整合,即買い候補,出来高増・価格上昇トレンド継続時注目,予想据置や減速示唆時要見直し,売上高＋8.0%、営業益＋8.3%、経常益＋10.3%、通期据置、進捗率59.0％で順調,2924.5,2620.0,2592.0,2645.5,2781.0,-0.1041,-0.1137,-0.0954,-0.0491,GD,GD継続,,,
3391,ツルハホールディングス,2026-07-08,1Q,A,+2,維持,earnings_momentum,segment_growth,special_factor,整合,即買い候補,シナジー効果継続示唆・高出来高伴えば注目,統合効果停滞や予想下方修正時撤退,売上高＋133.7%、営業益＋94.3%、経常益大幅増、ウエルシア統合効果顕著,2294.5,2384.0,2360.5,2314.0,2389.0,0.039,0.0288,0.0085,0.0412,GU,GU失速,,,
9946,ミニストップ,2026-07-08,1Q,B,0,未開示,priced_in,low_per_value,,中立,監視,安値圏・出来高反応あれば検討,業績鈍化・否定的案内出れば見送り,1Q発表だが具体数値未確認、スケジュールのみ確認（543億規模）,1838.0,1830.0,1830.0,1843.0,1827.0,-0.0044,-0.0044,0.0027,-0.006,フラット,フラット,,,
4829,日本エンタープライズ,2026-07-10,本決算,B,0,未開示,growth_slowdown,liquidity_low,,中立,監視,出来高増加かつ株価が下落トレンドのサポートラインで反発見られれば,需給改善しない、出来高増えず下落続くなら,売上YoY未確認、営業利益YoY未開示、ガイダンス未開示,105.0,107.0,106.0,106.0,107.0,0.019,0.0095,0.0095,0.019,GU,GU失速,,,
5982,マルゼン,2026-07-10,1Q,B+,0,未開示,segment_growth,guidance_strong,,整合,押し目待ち,前日比大幅下落後の出来高反発で押し目買いチャンス,ガイダンス弱ければ利食い,売上YoY未開示、営業利益YoY未開示、ガイダンス未開示,4050.0,4050.0,3955.0,3920.0,4145.0,0.0,-0.0235,-0.0321,0.0235,フラット,フラット,,,
8198,マックスバリュ東海,2026-07-10,1Q,A,0,未開示,segment_growth,guidance_strong,,整合,即買い候補,直近高値超えで出来高伴えば買い,食品セクターに逆風出れば撤退,売上YoY未開示、営業利益YoY未開示、ガイダンス未開示,3195.0,3205.0,3125.0,3250.0,3185.0,0.0031,-0.0219,0.0172,-0.0031,フラット,フラット,,,
9313,丸八倉庫,2026-07-10,2Q,C+,0,未開示,growth_slowdown,liquidity_low,,中立,見送り,物流需給明るい兆しあれば再評価,需給悪化、業績回復見えずなら,売上YoY未開示、営業利益YoY未開示、ガイダンス未開示,1036.0,1034.0,1023.0,1013.0,1053.0,-0.0019,-0.0125,-0.0222,0.0164,フラット,フラット,,,
5900,ダイケン,2026-07-10,1Q,B,0,未開示,low_per_value,priced_in,,中立,監視,PER低位維持なら反発狙い,需給悪化でPERさらに低下時,売上YoY未開示、営業利益YoY未開示、ガイダンス未開示,839.0,828.0,839.0,830.0,856.0,-0.0131,0.0,-0.0107,0.0203,GD,GD反発,,,
7928,旭化学工業,2026-07-10,3Q,B,0,未開示,priced_in,growth_slowdown,,中立,監視,業績回復兆し伴えば買い検討,素材市況悪化なら撤退,売上YoY未開示、営業利益YoY未開示、ガイダンス未開示,639.0,630.0,620.0,620.0,639.0,-0.0141,-0.0297,-0.0297,0.0,GD,GD継続,,,
4992,北興化学工業,2026-07-10,2Q,B+,0,未開示,segment_growth,low_per_value,,整合,押し目待ち,PER低位で出来高増なら押し目狙い,化学素材市況鈍化なら撤退,売上YoY未開示、営業利益YoY未開示、ガイダンス未開示,2082.0,2124.0,1990.0,1928.0,1964.0,0.0202,-0.0442,-0.074,-0.0567,GU,GU失速,,,
3280,エストラスト,2026-07-10,1Q,C,0,未開示,liquidity_low,turnaround,,中立,見送り,不動産市況改善見られれば検討,市況停滞続くなら,売上YoY未確認、営業利益YoY未開示、ガイダンス未開示,1009.0,942.0,936.0,910.0,915.0,-0.0664,-0.0723,-0.0981,-0.0932,GD,GD継続,,,
3349,コスモス薬品,2026-07-13,本決算,A,0,未開示,theme_ai,segment_growth,,整合,監視,既存店売上高の持続成長確認できれば買い条件,売上鈍化・特売戦略圧迫で撤退,売上YoY増、営業利益YoY減、ガイダンス未開示（食品安売り戦略で既存店好調）,6369.0,6569.0,6553.0,6250.0,6505.0,0.0314,0.0289,-0.0187,0.0214,GU,GU失速,,,
3994,マネーフォワード,2026-07-13,2Q,A,0,未開示,growth_slowdown,theme_ai,,整合,押し目待ち,ARR成長加速＆黒字進捗確認できれば買い,ARR鈍化や赤字続けば撤退,法人向けSaaS ARR成長注目、黒字化進捗確認要,5071.0,4850.0,4830.0,5255.0,5796.0,-0.0436,-0.0475,0.0363,0.143,GD,GD継続,,,
4443,Sansan,2026-07-13,本決算,B+,0,未開示,growth_slowdown,theme_ai,,整合,監視,契約件数増・Bill One加速確認後に,成長鈍化や契約減少で撤退,名刺管理契約増、Bill One 成長加速だが営業利益未確認,1695.0,1767.0,1850.0,1795.0,1983.0,0.0425,0.0914,0.059,0.1699,GU,GU継続,,,
3087,ドトール・日レスHD,2026-07-13,1Q,B,0,未開示,segment_growth,priced_in,,中立,監視,客数回復と値上げ後の耐性確認で買い,客離れや売上減続けば撤退,都市部客数回復傾向、値上げ影響要注視,2800.0,2921.0,2932.0,2977.0,3175.0,0.0432,0.0471,0.0632,0.1339,GU,GU継続,,,
2338,クオンタムソリューションズ,2026-07-13,1Q,C+,-1,未開示,growth_slowdown,priced_in,,中立,見送り,成長回復・赤字縮小なら再考,赤字拡大や売上減なら継続見送り,減収赤字拡大、成長鈍化確認,120.0,121.0,130.0,132.0,132.0,0.0083,0.0833,0.1,0.1,フラット,フラット,,,
2305,スタジオアリス,2026-07-13,1Q,C,-1,未開示,growth_slowdown,liquidity_low,,衝突,見送り,減収状況改善あれば再評価,減収減益継続で撤退,減収減益で厳しいスタート,1912.0,1910.0,1939.0,1970.0,1950.0,-0.001,0.0141,0.0303,0.0199,フラット,フラット,,,
2462,ライク,2026-07-13,本決算,C+,-1,未開示,earnings_momentum,growth_slowdown,,中立,監視,増収の維持確認後に,利益圧迫や次期見通し弱ければ撤退,増収減益、利益回復注視,1514.0,1500.0,1517.0,1518.0,1532.0,-0.0092,0.002,0.0026,0.0119,フラット,フラット,,,
2736,フェスタリアHD,2026-07-13,3Q,B,0,未開示,segment_growth,turnaround,,整合,監視,増収トレンド継続確認で,収益変調あれば撤退,増収減益だが回復段階と見られる,693.0,665.0,690.0,674.0,670.0,-0.0404,-0.0043,-0.0274,-0.0332,GD,GD反発,,,
3627,テクミラ,2026-07-14,1Q,B+,0,未開示,segment_growth,growth_slowdown,,中立,監視,出来高急増・価格横ばいで注目（60字以内）,特筆材料乏しき場合に警戒（60字以内）,売上YoYおよび営業利益YoYの明確増減未確認、ガイダンス未提示（120字以内）,273.0,275.0,272.0,264.0,265.0,0.0073,-0.0037,-0.033,-0.0293,フラット,フラット,,,
365A,伊澤タオル,2026-07-14,1Q,C+,-1,未開示,growth_slowdown,low_per_value,,中立,見送り,需給改善と価格反応待ち（60字）,さらなる業績鈍化で撤退（60字）,売上及び営利YoY減少傾向か、ガイダンス未開示（120字）,766.0,763.0,773.0,798.0,800.0,-0.0039,0.0091,0.0418,0.0444,フラット,フラット,,,
3678,メディアドゥ,2026-07-14,1Q,A,+1,未開示,earnings_momentum,segment_growth,,整合,即買い候補,出来高増・株価上昇トレンド確認後（60字）,調整相場入りなら撤退（60字）,売上YoYおよび営業利益YoY共に好調、セグメント成長牽引、ガイダンス未開示（120字）,1329.0,1315.0,1350.0,1250.0,1306.0,-0.0105,0.0158,-0.0594,-0.0173,GD,GD反発,,,
3760,ケイブ,2026-07-14,本決算,B,0,未開示,theme_ai,priced_in,,中立,監視,AI関連好調反映なら注目（60字）,反応鈍ければ見送り（60字）,売上・営業利益YoY横ばい、ガイダンス未公表（120字）,675.0,679.0,728.0,693.0,748.0,0.0059,0.0785,0.0267,0.1081,フラット,フラット,,,
3892,岡山製紙,2026-07-14,本決算,B,0,未開示,margin_pressure,growth_slowdown,,中立,監視,粗利率改善の兆しあれば（60字）,引き続き利益圧迫なら見送り（60字）,売上YoY若干減、営業利益YoY低下見込み、ガイダンス未提示（120字）,1665.0,1665.0,1661.0,1633.0,1543.0,0.0,-0.0024,-0.0192,-0.0733,フラット,フラット,,,
3967,エルテス,2026-07-14,1Q,A,+1,未開示,earnings_momentum,guidance_strong,,整合,即買い候補,出来高伴い株価反応出れば（60字）,業績失速したら撤退（60字）,売上YoY・営業利益YoYともに増加、強いガイダンス期待（120字）,581.0,582.0,580.0,576.0,598.0,0.0017,-0.0017,-0.0086,0.0293,フラット,フラット,,,
3977,フュージョン,2026-07-14,1Q,C,-1,未開示,liquidity_low,growth_slowdown,,中立,見送り,流動性改善なら再評価（60字）,引き続き低調なら撤退（60字）,売上・営業利益YoYとも減少、ガイダンス未提示（120字）,,,,,,,,,,,,,,
3991,ウォンテッドリ,2026-07-14,3Q,B+,+1,未開示,segment_growth,earnings_momentum,,整合,監視,株価回復なら注目（60字）,下振れ懸念出れば撤退（60字）,売上YoY・営業利益YoY増、セグメント成長、ガイダンス未開示（120字）,966.0,911.0,949.0,913.0,922.0,-0.0569,-0.0176,-0.0549,-0.0455,GD,GD反発,,,
1407,ウエストホールディングス,2026-07-15,3Q,B+,0,未開示,segment_growth,guidance_strong,,中立,監視,出来高増加かつ前年同期比売上改善確認後に,売上・利益鈍化で撤退,売上YoY+?%、営利YoY+?%、ガイダンス未開示。建設資材中心、3Q進捗6%水準の中間決算。,2802.0,2803.0,2747.0,2695.0,2614.0,0.0004,-0.0196,-0.0382,-0.0671,フラット,フラット,,,
1418,インターライフホールディングス,2026-07-15,1Q,B,0,未開示,margin_pressure,segment_growth,,中立,監視,受注残高増と資材吸収進捗見えてから,資材コスト転嫁できず利益圧迫時,売上YoY±0%、営利YoY±0%、ガイダンス未開示。内装工事、受注残高と資材動向焦点。,532.0,608.0,595.0,592.0,606.0,0.1429,0.1184,0.1128,0.1391,GU,GU失速,,,
1887,日本国土開発,2026-07-15,本決算,A,+1,維持,turnaround,segment_growth,priced_in,整合,押し目待ち,採算改善確認後、安値拾い狙いで,来期予想が慎重すぎたら見送り,売上YoY回復、営利YoY改善、ガイダンス維持。本決算、採算性改善に注目。,537.0,517.0,509.0,515.0,534.0,-0.0372,-0.0521,-0.041,-0.0056,GD,GD継続,,,
2168,パソナグループ,2026-07-15,本決算,B+,0,維持,turnaround,guidance_strong,,中立,監視,黒字浮上トレンド継続確認後に,次期ガイダンス弱ければ撤退,売上YoY±、営利YoY黒字転換見込み、ガイダンス維持。人材派遣回復局面期待。,1548.0,1530.0,1548.0,1568.0,1640.0,-0.0116,0.0,0.0129,0.0594,GD,GD反発,,,
277A,グロービング,2026-07-15,本決算,B,+1,維持,segment_growth,guidance_strong,,整合,監視,増益基調確認後に,来期利益ガイダンス失速時,売上YoY増、営利YoY+44.2%、ガイダンス維持。,2115.0,1765.0,1812.0,1617.0,1716.0,-0.1655,-0.1433,-0.2355,-0.1887,GD,GD反発,,,
3791,ＩＧポート,2026-07-15,本決算,B,+1,維持,segment_growth,guidance_strong,,整合,監視,利益増継続確認後に,作品依存で収益変動あれば,売上YoY増、営利YoY+16.8%、ガイダンス維持。アニメ事業ロイヤリティ注目。,1325.0,1085.0,1026.0,939.0,1120.0,-0.1811,-0.2257,-0.2913,-0.1547,GD,GD継続,,,
2337,いちご,2026-07-15,本決算,C+,0,未開示,liquidity_low,priced_in,,中立,見送り,流動性改善・新規投資動きあれば,依然流動性低迷なら撤退,売上YoY±、営利YoY±、ガイダンス未開示。不動産投資信託関連、流動性課題。,444.0,409.0,414.0,427.0,407.0,-0.0788,-0.0676,-0.0383,-0.0833,GD,GD反発,,,
3201,ニッケ（日本毛織）,2026-07-15,本決算,B,0,維持,low_per_value,special_factor,,中立,監視,PER割安、配当＋安定販促材料出れば,原材料高が営業利益圧迫なら,売上YoY±、営利YoY±、ガイダンス維持。繊維業、安定配当と低PER注目。,1828.0,1826.0,1891.0,1866.0,1996.0,-0.0011,0.0345,0.0208,0.0919,フラット,フラット,,,
5423,東京製鐵,2026-07-17,本決算,C+,0,未開示,margin_pressure,growth_slowdown,,中立,監視,出来高と売価格推移を確認（例：前日比5%以上増かつ倍増出来高）,前提変化でマージン悪化認められたら撤退,鉄スクラップ価格や販価転嫁状況を注視。マージン圧迫の懸念あるが変化次第で評価要,1748.0,1749.0,1721.0,1742.0,1742.0,0.0006,-0.0154,-0.0034,-0.0034,フラット,フラット,,,
4929,アジュバンホールディングス,2026-07-17,本決算,B,0,未開示,segment_growth,margin_pressure,,整合,押し目待ち,新商品寄与と粗利率改善確認後（例：粗利率前年同期比改善）,原材料高で粗利率悪化見られたら撤回,サロン向け新商品寄与度と原材料高による粗利率動向注目,730.0,735.0,750.0,740.0,736.0,0.0068,0.0274,0.0137,0.0082,フラット,フラット,,,
2411,ゲンダイエージェンシー,2026-07-17,本決算,C,-1,未開示,growth_slowdown,bad_news_exhausted,,衝突,見送り,広告業績回復か自己株買い効果が顕在化したら再検討,回復見られず減益続けば撤回,売上10.5％減、営業益34.9％減。折込広告減少が主因、自社株買い発表あり,460.0,452.0,454.0,464.0,461.0,-0.0174,-0.013,0.0087,0.0022,GD,GD反発,,,
5933,アルインコ,2026-07-17,1Q,B+,+1,維持,earnings_momentum,margin_pressure,,整合,押し目待ち,進捗率51％で計画維持なら価格調整後評価,次四半期で進捗大幅下振れあれば撤回,経常益25.4％増で着地。進捗率51.3％は5年平均（52.5％）と同水準、営業益率改善(4.2→4.8%),1061.0,1087.0,1094.0,1110.0,1133.0,0.0245,0.0311,0.0462,0.0679,GU,GU継続,,,
6200,インソース,2026-07-21,3Q,B+,+1,未開示,earnings_momentum,sector_rotation,,整合,監視,株価反応良好なら出来高増加時に検討。,3Q利益鈍化の場合かガイダンス下方修正時に検討。,売上高YoY＋8％、営業益わずか増益（＋0.3％）で増収増益着地。,631.0,691.0,690.0,760.0,723.0,0.0951,0.0935,0.2044,0.1458,GU,GU失速,,,
296A,令和アカウンティング・ホールディングス,2026-07-21,1Q,A,+2,維持,earnings_momentum,low_per_value,,整合,即買い候補,出来高伴い株価上昇時、初動参加。,利益率低下や配当見通し否定時に撤退。,売上高前年同期比＋12.5％、営業益＋17.2％と高い成長率。,901.0,902.0,930.0,905.0,918.0,0.0011,0.0322,0.0044,0.0189,フラット,フラット,,,
9629,ピー・シー・エー,2026-07-21,1Q,B,0,維持,segment_growth,theme_ai,,中立,監視,AI関連需給高まれば出動。,ガイダンス下振れあれば見送り。,進捗率103.7％、想定通りの成果でAI関連継続注目。,1431.0,1450.0,1420.0,1451.0,1547.0,0.0133,-0.0077,0.014,0.0811,GU,GU失速,,,
3091,ブロンコビリー,2026-07-22,中間期,A,+2,上方修正,earnings_momentum,guidance_strong,segment_growth,整合,押し目待ち,出来高増・２３９８円付近で反転兆候あれば検討,上方修正失望による陰線・出来高急増で撤退,6月中間期 売上高＋12.9％ 営利＋57.5％ 純利＋53.3％。通期売上＋12.5％営利＋35.5％純利＋32.0％に上方修正,2398.0,2498.0,2453.0,2852.0,2724.0,0.0417,0.0229,0.1893,0.1359,GU,GU失速,,,
4684,オービック,2026-07-22,1Q,B+,0,維持,margin_pressure,priced_in,,中立,監視,進捗や利益率事前織込みの可能性あり、出来高動向注視,利益率鈍化やガイダンス未達で撤退,詳細未公開。ただしクラウド主力で堅調継続と思われる,4176.0,4175.0,4161.0,4752.0,4725.0,-0.0002,-0.0036,0.1379,0.1315,フラット,フラット,,,
4733,オービックビジネスコンサルタント,2026-07-22,1Q,A,+1,維持,earnings_momentum,guidance_strong,,整合,押し目待ち,経常利益＋20.8％で進捗好調、500株出来高増で検討,進捗鈍化・PER高過ぎと感じたら撤退,1Q 経常利益＋20.8％ 進捗率53.8％（5年平均48.8％上回る）。営業益率47.6％に改善,6840.0,6760.0,7015.0,8426.0,8251.0,-0.0117,0.0256,0.2319,0.2063,GD,GD反発,,,
5576,オービーシステム,2026-07-22,未取得,B,0,未開示,priced_in,segment_growth,,中立,監視,開示遅れや特記事項あれば注目,業績不明で進展なければ撤退,本日決算発表予定、詳細確認後評価,3065.0,2995.0,2947.0,2915.0,2947.0,-0.0228,-0.0385,-0.0489,-0.0385,GD,GD継続,,,
593A,ティアフォー,2026-07-22,IPO初値後,C+,0,新規,theme_ai,overheat_warning,,衝突,見送り,テーマ性は強いがIPO直後・価格不安定のため様子見,IPO相場収まれば再評価,本日新規上場。初値1009円、公開価格を約７％下回る始まり,1015.0,1085.0,1240.0,1055.0,1033.0,0.069,0.2217,0.0394,0.0177,GU,GU継続,,,
6146,ディスコ,2026-07-23,1Q,B+,0,未開示,earnings_momentum,segment_growth,priced_in,整合,監視,当日出来高急増と株価反応を注目,発表内容が期待以上で株価急騰した場合撤退,売上増収増益、前回決算後株価上昇傾向（詳細未発表）,69410.0,62800.0,60890.0,51870.0,61360.0,-0.0952,-0.1227,-0.2527,-0.116,GD,GD継続,,,
6999,KOA,2026-07-23,1Q,B,0,未開示,earnings_momentum,low_per_value,,中立,監視,PER約18倍の割安感、出来高増を確認,下方修正や利益鈍化あれば撤退,増収増益、PER18倍程度,2494.0,2694.0,2782.0,2089.0,2191.0,0.0802,0.1155,-0.1624,-0.1215,GU,GU継続,,,
7931,未来工業,2026-07-23,1Q,B,0,未開示,earnings_momentum,dividend_cut,,整合,監視,配当利回り3%以上で支援材料、出来高注視,配当据え置きや業績下降あれば撤退,増収増益、配当利回り約3.2%,3505.0,3485.0,3470.0,3405.0,3700.0,-0.0057,-0.01,-0.0285,0.0556,フラット,フラット,,,
7970,信越ポリマー,2026-07-23,1Q,B+,0,未開示,earnings_momentum,margin_pressure,,中立,監視,安定した業績だが利益率注視、出来高とガイダンス確認,利益率低下懸念あれば撤退,増収増益、PER約19.7倍、PBR約1.5倍,2477.0,2307.0,2257.0,2102.0,2244.0,-0.0686,-0.0888,-0.1514,-0.0941,GD,GD継続,,,
9733,ナガセ,2026-07-23,1Q,B,0,未開示,earnings_momentum,theme_ai,,整合,監視,増収増益継続、AI教育関連テーマに注目,テーマ熱冷めや成長鈍化で撤退,増収増益、教育サービス好調,2343.0,2220.0,2286.0,2336.0,2308.0,-0.0525,-0.0243,-0.003,-0.0149,GD,GD反発,,,
9478,SEホールディングス・アンド・インキュベーションズ,2026-07-23,1Q,C+,-1,未開示,growth_slowdown,priced_in,,中立,見送り,減収ながら増益、業績回復兆し確認後,今期業績鈍化見通しあれば撤退,減収増益、前回決算後株価下落,552.0,572.0,532.0,510.0,511.0,0.0362,-0.0362,-0.0761,-0.0743,GU,GU失速,,,
2268,B‑R サーティワン アイスクリーム,2026-07-23,2Q,B,0,未開示,earnings_momentum,seasonality,,整合,監視,夏季需要好調期待、出来高反応確認,業績平凡なら撤退,増収増益、夏季商戦が鍵,4100.0,4065.0,4085.0,4080.0,4055.0,-0.0085,-0.0037,-0.0049,-0.011,フラット,フラット,,,
4063,信越化学工業,2026-07-24,1Q,B+,0,未開示,segment_growth,priced_in,,整合,監視,業績順調だが株価に織り込まれている可能性高く、出来高急増を確認後,サプライズで株価下落時、もしくは期待剥落で出来高伴う陰線発生時,売上・営業利益YoY好調期待されるが予想通期ガイダンス非開示、セグメント成長注目,6702.0,6473.0,6146.0,5800.0,6051.0,-0.0342,-0.083,-0.1346,-0.0971,GD,GD継続,,,
4519,中外製薬,2026-07-24,2Q,A,0,未開示,theme_ai,low_per_value,,中立,押し目待ち,業績堅調＆AI関連テーマ注目、PER25倍水準で割安感あり、押し目で,通期予想非開示で失望売り強い場合、下向きトレンド発生時,第2四半期営業利益YoY改善期待、通期未開示で市場期待先行か,7416.0,7055.0,6848.0,6932.0,6987.0,-0.0487,-0.0766,-0.0653,-0.0578,GD,GD継続,,,
8060,キヤノンマーケティングジャパン,2026-07-24,2Q,B,0,維持,sector_rotation,low_per_value,,中立,監視,卸売業として業績安定、割安感あり、市場回転期待できる押し目で,ガイダンス維持でも営業利益鈍化鮮明化時,第2四半期YoY微増、増益見通し維持、セクターローテーション期待あり,3574.0,3475.0,3557.0,3602.0,3524.0,-0.0277,-0.0048,0.0078,-0.014,GD,GD反発,,,
8595,ジャフコ グループ,2026-07-24,1Q,B,0,維持,dilution_risk,growth_slowdown,,衝突,見送り,VC関連で長期投資観点なら注目、だが四半期成長鈍化なら回避,VC投資先評価損、希薄化懸念強まった際,第1四半期経常増益見通しながら、VC収益の変動大きく希薄化リスクあり,2270.5,2280.0,2273.5,2242.0,2320.5,0.0042,0.0013,-0.0126,0.022,フラット,フラット,,,
3912,モバイルファクトリー,2026-07-24,2Q,A,+1,維持,guidance_strong,segment_growth,theme_ai,整合,即買い候補,業績上振れ＋AI/情報通信強いセグメント成長確認できれば即買い,ガイダンス維持が鈍化に変わるような内容出た場合,第2四半期営業益YoY増、ガイダンス維持、AI・情報通信分野で成長継続,1050.0,1062.0,1067.0,1069.0,1136.0,0.0114,0.0162,0.0181,0.0819,GU,GU継続,,,
1964,中外炉工業,2026-07-24,1Q,B,0,維持,priced_in,special_factor,,中立,監視,堅調な建設・資材セグメント継続確認後押し目で,建設投資鈍化観測広がる際,第1四半期経常増益見通し2桁程度、特殊要因ないか注目,4130.0,3920.0,3875.0,3865.0,4070.0,-0.0508,-0.0617,-0.0642,-0.0145,GD,GD継続,,,
5279,日本興業,2026-07-24,1Q,C+,-1,未開示,growth_slowdown,low_per_value,,中立,見送り,業績の底打ち兆し確認できれば検討,低PERでも売上待望以下の場合,第1四半期売上小幅増見通し、通期未開示で成長鈍さ懸念,1189.0,1189.0,1206.0,1190.0,1202.0,0.0,0.0143,0.0008,0.0109,フラット,フラット,,,
5659,日本精線,2026-07-24,1Q,B+,0,維持,margin_pressure,sector_rotation,,中立,監視,鉄鋼セクター回転期待、マージン改善兆し確認後,原材料高で利益圧迫明確化時,第1四半期経常増益20%見通し、鉄鋼市場改善か注目,1452.0,1422.0,1399.0,1340.0,1418.0,-0.0207,-0.0365,-0.0771,-0.0234,GD,GD継続,,,
2767,円谷フィールズホールディングス,2026-07-27,1Q,B+,-2,上方修正,guidance_strong,segment_growth,dividend_cut,整合,押し目待ち,業績過去最高益予想上方修正、公表後の急落を狙いたい,上方修正期待剥落や配当方針後退が見られたら撤退,売上高▲21.3% 営利▲11.9%、通期営業利益＋18.4%上方修正、上期配当70円新規導入（120字）,1530.0,1930.0,1930.0,2479.0,2524.0,0.2614,0.2614,0.6203,0.6497,GU,GU継続,,,
6861,キーエンス,2026-07-28,1Q,A,0,未開示,earnings_momentum,low_per_value,,整合,監視,出来高急増とEPS予想上振れなら,サプライズなし・株価反応弱ければ撤退,売上高や営業利益の進捗率未確認。今期1Q進捗は不明だがPER高水準。,70950.0,80800.0,77590.0,82900.0,,0.1388,0.0936,0.1684,,GU,GU失速,,,
7735,SCREENホールディングス,2026-07-28,1Q,A,0,未開示,earnings_momentum,sector_rotation,,整合,監視,需給改善・出荷回復確認できれば,引き続き低迷続くなら撤退,半導体装置関連で業績尾行。進捗未開示だが業界需給注視。,14175.0,12975.0,11730.0,13070.0,,-0.0847,-0.1725,-0.078,,GD,GD継続,,,
8697,日本取引所グループ,2026-07-28,1Q,B+,0,未開示,priced_in,theme_ai,,中立,監視,取引高回復・収益性改善兆しあれば,相場停滞・収益鈍化なら撤退,市場活況依存。今期1Q収益は市場状況次第。,2241.0,2257.0,2290.0,2194.0,,0.0071,0.0219,-0.021,,フラット,フラット,,,
6988,日東電工,2026-07-28,1Q,A,0,維持,segment_growth,low_per_value,,整合,監視,化学材料・テープ好調が続けば,利益鈍化あれば撤退,売上・営利YoY順調維持。ガイダンス維持。,3446.0,3572.0,3549.0,3374.0,,0.0366,0.0299,-0.0209,,GU,GU失速,,,
9697,カプコン,2026-07-28,1Q,B+,0,維持,theme_ai,earnings_momentum,,整合,監視,新作好調・売上伸びなら,停滞・ユーザー反応悪ければ撤退,ゲーム売上寄与。ガイダンス維持。,3529.0,3879.0,4229.0,3882.0,,0.0992,0.1984,0.1,,GU,GU継続,,,
7309,シマノ,2026-07-28,2Q,B,0,未開示,segment_growth,priced_in,,中立,監視,アウトドア需要回復感じられれば,需給低迷・構造悪化なら撤退,売上/営利YoY回復傾向。2Q進捗注目。,19085.0,20175.0,21065.0,19445.0,,0.0571,0.1037,0.0189,,GU,GU継続,,,
3003,ヒューリック,2026-07-28,2Q,C+,0,未開示,liquidity_low,priced_in,,中立,見送り,不動産市況改善・配当に変化あれば,空室率悪化続けば撤退,不動産賃貸中心。市況依存。,1809.0,1849.0,1907.0,1715.0,,0.0221,0.0542,-0.052,,GU,GU継続,,,
5471,大同特殊鋼,2026-07-28,1Q,B,0,未開示,segment_growth,priced_in,,整合,監視,鉄鋼需要改善・利益押し上げあれば,需給悪化あれば撤退,素材需要に依存。1Q進捗不明。,2316.5,2296.0,2159.0,2235.5,,-0.0088,-0.068,-0.035,,フラット,フラット,,,
1850,南海辰村建設,2026-07-29,1Q,B,0,未開示,growth_slowdown,sector_rotation,,中立,監視,出来高増、株価沈静化見られれば要注目,出来高急増と株価急騰時は一旦撤退,売上減収増益 前回決算後株価は上昇傾向,417.0,415.0,417.0,416.0,,-0.0048,0.0,-0.0024,,フラット,フラット,,,
3839,ＯＤＫソリューションズ,2026-07-29,1Q,B+,0,未開示,segment_growth,narrative_conflict,,中立,押し目待ち,株価調整後、出来高伴って戻れば適切,業績期待裏切れば速やかに撤退,増収増益 ただ決算後株価はむしろ下落,638.0,645.0,646.0,643.0,,0.011,0.0125,0.0078,,GU,GU継続,,,
3850,エヌ・ティ・ティ・データ・イントラマート,2026-07-29,1Q,B+,0,未開示,segment_growth,guidance_strong,,整合,監視,出来高増かつ上昇始まれば検討,期待剥落時即撤退,増収増益 だが株価は下落し買い好機とも,3000.0,3100.0,3140.0,3235.0,,0.0333,0.0467,0.0783,,GU,GU継続,,,
3969,エイトレッド,2026-07-29,1Q,A,+1,維持,earnings_momentum,segment_growth,,整合,即買い候補,出来高伴い+α上昇あれば積極買い,失速やマイナス転換あれば撤退,増収減益 しかし株価上昇傾向継続中,1386.0,1371.0,1390.0,1420.0,,-0.0108,0.0029,0.0245,,GD,GD反発,,,
5609,日本鋳造,2026-07-29,1Q,B,0,未開示,margin_pressure,growth_slowdown,,中立,監視,底固ければ買い検討,下方修正兆しあれば撤退,減収増益 だが利益改善にセクター不透明感あり,981.0,936.0,932.0,935.0,,-0.0459,-0.0499,-0.0469,,GD,GD継続,,,
5906,エムケー精工,2026-07-29,1Q,A,+2,上方修正,earnings_momentum,turnaround,,整合,即買い候補,株価上昇＋出来高急増あれば買い,急失速、修正出たら撤退,増収黒字転換 業績大幅改善示唆,801.0,740.0,755.0,754.0,,-0.0762,-0.0574,-0.0587,,GD,GD反発,,,
6161,エスティック,2026-07-29,1Q,B+,0,未開示,segment_growth,priced_in,,中立,押し目待ち,調整後、出来高伴って反発あれば検討,業績鈍化兆しあれば撤退,増収増益 だが株価既に上昇済み,1087.0,1085.0,1060.0,1115.0,,-0.0018,-0.0248,0.0258,,フラット,フラット,,,
8572,アコム,2026-07-29,1Q,A,+1,維持,earnings_momentum,low_per_value,,整合,即買い候補,出来高増して上昇すれば買い,貸倒れリスク見えたら撤退,増収黒転 収益改善顕著,494.0,486.0,489.6,474.5,,-0.0162,-0.0089,-0.0395,,GD,GD反発,,,
